sale_id,order_id,date_key,customer_key,product_key,location_key,Sales,Quantity,Discount,Profit
63,CA-2015-135545,666,28,61,63,13.98,2,0.0,6.1512
63,CA-2015-135545,666,28,61,142,13.98,2,0.0,6.1512
64,CA-2015-135545,666,28,62,2,25.824,6,0.2,9.3612
64,CA-2015-135545,666,28,62,4,25.824,6,0.2,9.3612
64,CA-2015-135545,666,28,62,14,25.824,6,0.2,9.3612
64,CA-2015-135545,666,28,62,26,25.824,6,0.2,9.3612
64,CA-2015-135545,666,28,62,63,25.824,6,0.2,9.3612
64,CA-2015-135545,666,28,62,142,25.824,6,0.2,9.3612
65,CA-2015-135545,666,28,63,2,146.73,3,0.0,68.9631
65,CA-2015-135545,666,28,63,4,146.73,3,0.0,68.9631
65,CA-2015-135545,666,28,63,14,146.73,3,0.0,68.9631
65,CA-2015-135545,666,28,63,26,146.73,3,0.0,68.9631
65,CA-2015-135545,666,28,63,63,146.73,3,0.0,68.9631
65,CA-2015-135545,666,28,63,142,146.73,3,0.0,68.9631
66,CA-2015-135545,666,28,64,2,79.76,4,0.0,22.3328
66,CA-2015-135545,666,28,64,4,79.76,4,0.0,22.3328
66,CA-2015-135545,666,28,64,14,79.76,4,0.0,22.3328
66,CA-2015-135545,666,28,64,26,79.76,4,0.0,22.3328
66,CA-2015-135545,666,28,64,63,79.76,4,0.0,22.3328
66,CA-2015-135545,666,28,64,142,79.76,4,0.0,22.3328
67,US-2015-164175,463,29,65,27,213.115,5,0.3,-15.2225
67,US-2015-164175,463,29,65,37,213.115,5,0.3,-15.2225
67,US-2015-164175,463,29,65,156,213.115,5,0.3,-15.2225
67,US-2015-164175,463,29,125,27,213.115,5,0.3,-15.2225
67,US-2015-164175,463,29,125,37,213.115,5,0.3,-15.2225
67,US-2015-164175,463,29,125,156,213.115,5,0.3,-15.2225
68,CA-2014-106376,328,30,66,28,1113.024,8,0.2,111.3024
69,CA-2014-106376,328,30,67,28,167.968,4,0.2,62.988
70,CA-2016-119823,856,31,68,29,75.88,2,0.0,35.6636
71,CA-2016-106075,960,32,69,24,4.616,1,0.2,1.731
71,CA-2016-106075,960,32,69,30,4.616,1,0.2,1.731
71,CA-2016-106075,960,32,69,46,4.616,1,0.2,1.731
71,CA-2016-106075,960,32,69,165,4.616,1,0.2,1.731
71,CA-2016-106075,960,32,1487,24,4.616,1,0.2,1.731
71,CA-2016-106075,960,32,1487,30,4.616,1,0.2,1.731
71,CA-2016-106075,960,32,1487,46,4.616,1,0.2,1.731
71,CA-2016-106075,960,32,1487,165,4.616,1,0.2,1.731
72,CA-2017-114440,1321,15,70,31,19.05,3,0.0,8.763
73,US-2015-134026,459,33,71,32,831.936,8,0.2,-114.3912
74,US-2015-134026,459,33,72,32,97.04,2,0.2,1.213
75,US-2015-134026,459,33,73,32,72.784,1,0.2,-18.196
76,US-2017-118038,1407,34,74,15,1.248,3,0.8,-1.9344
76,US-2017-118038,1407,34,74,17,1.248,3,0.8,-1.9344
76,US-2017-118038,1407,34,74,33,1.248,3,0.8,-1.9344
76,US-2017-118038,1407,34,74,67,1.248,3,0.8,-1.9344
77,US-2017-118038,1407,34,75,15,9.708,3,0.6,-5.8248
77,US-2017-118038,1407,34,75,17,9.708,3,0.6,-5.8248
77,US-2017-118038,1407,34,75,33,9.708,3,0.6,-5.8248
77,US-2017-118038,1407,34,75,67,9.708,3,0.6,-5.8248
78,US-2017-118038,1407,34,76,15,27.24,3,0.2,2.724
78,US-2017-118038,1407,34,76,17,27.24,3,0.2,2.724
78,US-2017-118038,1407,34,76,33,27.24,3,0.2,2.724
78,US-2017-118038,1407,34,76,67,27.24,3,0.2,2.724
79,US-2014-147606,319,33,77,15,19.3,5,0.6,-14.475
79,US-2014-147606,319,33,77,17,19.3,5,0.6,-14.475
79,US-2014-147606,319,33,77,33,19.3,5,0.6,-14.475
79,US-2014-147606,319,33,77,67,19.3,5,0.6,-14.475
80,CA-2016-127208,863,35,78,34,208.16,1,0.0,56.2032
81,CA-2016-127208,863,35,79,34,16.74,3,0.0,8.0352
82,CA-2014-139451,274,36,80,10,14.9,5,0.0,4.172
82,CA-2014-139451,274,36,80,35,14.9,5,0.0,4.172
82,CA-2014-139451,274,36,80,95,14.9,5,0.0,4.172
83,CA-2014-139451,274,36,81,10,21.39,1,0.0,6.2031
83,CA-2014-139451,274,36,81,35,21.39,1,0.0,6.2031
83,CA-2014-139451,274,36,81,95,21.39,1,0.0,6.2031
84,CA-2015-149734,585,37,82,36,200.984,7,0.2,62.8075
85,US-2017-119662,1381,38,83,27,230.376,3,0.2,-48.9549
85,US-2017-119662,1381,38,83,37,230.376,3,0.2,-48.9549
85,US-2017-119662,1381,38,83,156,230.376,3,0.2,-48.9549
86,CA-2017-140088,1212,23,84,38,301.96,2,0.0,33.2156
87,CA-2017-155558,1363,39,85,39,19.99,1,0.0,6.7966
88,CA-2017-155558,1363,39,86,39,6.16,2,0.0,2.9568
89,CA-2016-159695,796,40,87,15,158.368,7,0.2,13.8572
89,CA-2016-159695,796,40,87,17,158.368,7,0.2,13.8572
89,CA-2016-159695,796,40,87,33,158.368,7,0.2,13.8572
89,CA-2016-159695,796,40,87,67,158.368,7,0.2,13.8572
90,CA-2016-109806,959,41,88,2,20.1,3,0.0,6.633
90,CA-2016-109806,959,41,88,4,20.1,3,0.0,6.633
90,CA-2016-109806,959,41,88,14,20.1,3,0.0,6.633
90,CA-2016-109806,959,41,88,26,20.1,3,0.0,6.633
90,CA-2016-109806,959,41,88,63,20.1,3,0.0,6.633
90,CA-2016-109806,959,41,88,142,20.1,3,0.0,6.633
91,CA-2016-109806,959,41,41,2,73.584,2,0.2,8.2782
91,CA-2016-109806,959,41,41,4,73.584,2,0.2,8.2782
91,CA-2016-109806,959,41,41,14,73.584,2,0.2,8.2782
91,CA-2016-109806,959,41,41,26,73.584,2,0.2,8.2782
91,CA-2016-109806,959,41,41,63,73.584,2,0.2,8.2782
91,CA-2016-109806,959,41,41,142,73.584,2,0.2,8.2782
92,CA-2016-109806,959,41,89,2,6.48,1,0.0,3.1104
92,CA-2016-109806,959,41,89,4,6.48,1,0.0,3.1104
92,CA-2016-109806,959,41,89,14,6.48,1,0.0,3.1104
92,CA-2016-109806,959,41,89,26,6.48,1,0.0,3.1104
92,CA-2016-109806,959,41,89,63,6.48,1,0.0,3.1104
92,CA-2016-109806,959,41,89,142,6.48,1,0.0,3.1104
93,CA-2015-149587,379,42,90,40,12.96,2,0.0,6.2208
94,CA-2015-149587,379,42,91,40,53.34,3,0.0,16.5354
95,CA-2015-149587,379,42,92,40,32.96,2,0.0,16.1504
96,US-2017-109484,1374,43,93,41,5.682,1,0.7,-3.788
97,CA-2017-161018,1377,44,94,24,96.53,7,0.0,40.5426
97,CA-2017-161018,1377,44,94,30,96.53,7,0.0,40.5426
97,CA-2017-161018,1377,44,94,46,96.53,7,0.0,40.5426
97,CA-2017-161018,1377,44,94,165,96.53,7,0.0,40.5426
98,CA-2017-157833,1232,45,95,10,51.312,3,0.2,17.9592
98,CA-2017-157833,1232,45,95,35,51.312,3,0.2,17.9592
98,CA-2017-157833,1232,45,95,95,51.312,3,0.2,17.9592
99,CA-2016-149223,948,46,96,42,77.88,6,0.0,22.5852
100,CA-2016-158568,940,47,97,27,64.624,7,0.2,22.6184
100,CA-2016-158568,940,47,97,37,64.624,7,0.2,22.6184
100,CA-2016-158568,940,47,97,156,64.624,7,0.2,22.6184
101,CA-2016-158568,940,47,98,27,95.976,3,0.2,-10.7973
101,CA-2016-158568,940,47,98,37,95.976,3,0.2,-10.7973
101,CA-2016-158568,940,47,98,156,95.976,3,0.2,-10.7973
102,CA-2016-158568,940,47,99,27,1.788,3,0.8,-3.0396
102,CA-2016-158568,940,47,99,37,1.788,3,0.8,-3.0396
102,CA-2016-158568,940,47,99,156,1.788,3,0.8,-3.0396
103,CA-2016-129903,1034,48,100,39,23.92,4,0.0,11.7208
104,US-2015-156867,655,49,101,43,238.896,6,0.2,-26.8758
105,US-2015-156867,655,49,102,43,102.36,3,0.2,-3.8385
106,US-2015-156867,655,49,103,43,36.882,3,0.7,-25.8174
107,CA-2017-119004,1391,50,104,44,74.112,8,0.2,17.6016
108,CA-2017-119004,1391,50,105,44,27.992,1,0.2,2.0994
109,CA-2017-119004,1391,50,106,44,3.304,1,0.2,1.0738
110,CA-2015-129476,627,51,107,45,339.96,5,0.2,67.992
111,CA-2017-146780,1423,52,108,24,41.96,2,0.0,10.9096
111,CA-2017-146780,1423,52,108,30,41.96,2,0.0,10.9096
111,CA-2017-146780,1423,52,108,46,41.96,2,0.0,10.9096
111,CA-2017-146780,1423,52,108,165,41.96,2,0.0,10.9096
112,CA-2016-128867,1006,53,109,47,75.96,2,0.0,22.788
113,CA-2016-128867,1006,53,110,47,27.24,6,0.0,13.3476
114,CA-2014-115259,226,54,111,48,40.096,14,0.2,14.5348
115,CA-2014-115259,226,54,112,48,4.72,2,0.2,1.652
116,CA-2014-115259,226,54,113,48,23.976,3,0.2,7.4925
117,CA-2014-115259,226,54,114,48,130.464,6,0.2,44.0316
118,CA-2015-110457,405,55,115,6,787.53,3,0.0,165.3813
118,CA-2015-110457,405,55,115,60,787.53,3,0.0,165.3813
118,CA-2015-110457,405,55,115,61,787.53,3,0.0,165.3813
119,US-2015-136476,438,56,116,49,157.794,1,0.7,-115.7156
120,CA-2016-103730,863,57,117,50,47.04,3,0.0,18.3456
121,CA-2016-103730,863,57,9,50,30.84,4,0.0,13.878
122,CA-2016-103730,863,57,118,50,226.56,6,0.0,63.4368
123,CA-2016-103730,863,57,119,50,115.02,9,0.0,51.759
124,CA-2016-103730,863,57,120,50,68.04,7,0.0,19.7316
125,US-2014-152030,349,58,121,15,600.558,3,0.3,-8.5794
125,US-2014-152030,349,58,121,17,600.558,3,0.3,-8.5794
125,US-2014-152030,349,58,121,33,600.558,3,0.3,-8.5794
125,US-2014-152030,349,58,121,67,600.558,3,0.3,-8.5794
126,US-2014-134614,252,59,122,51,617.7,6,0.5,-407.682
127,US-2017-107272,1373,60,123,52,2.388,2,0.7,-1.8308
128,US-2017-107272,1373,60,124,52,243.992,7,0.2,30.499
129,US-2016-125969,1009,61,65,2,81.424,2,0.2,-9.1602
129,US-2016-125969,1009,61,65,4,81.424,2,0.2,-9.1602
129,US-2016-125969,1009,61,65,14,81.424,2,0.2,-9.1602
129,US-2016-125969,1009,61,65,26,81.424,2,0.2,-9.1602
129,US-2016-125969,1009,61,65,63,81.424,2,0.2,-9.1602
129,US-2016-125969,1009,61,65,142,81.424,2,0.2,-9.1602
129,US-2016-125969,1009,61,125,2,81.424,2,0.2,-9.1602
129,US-2016-125969,1009,61,125,4,81.424,2,0.2,-9.1602
129,US-2016-125969,1009,61,125,14,81.424,2,0.2,-9.1602
129,US-2016-125969,1009,61,125,26,81.424,2,0.2,-9.1602
129,US-2016-125969,1009,61,125,63,81.424,2,0.2,-9.1602
129,US-2016-125969,1009,61,125,142,81.424,2,0.2,-9.1602
130,US-2016-125969,1009,61,126,2,238.56,3,0.0,26.2416
130,US-2016-125969,1009,61,126,4,238.56,3,0.0,26.2416
130,US-2016-125969,1009,61,126,14,238.56,3,0.0,26.2416
130,US-2016-125969,1009,61,126,26,238.56,3,0.0,26.2416
130,US-2016-125969,1009,61,126,63,238.56,3,0.0,26.2416
130,US-2016-125969,1009,61,126,142,238.56,3,0.0,26.2416
131,US-2017-164147,1097,62,127,48,59.97,5,0.4,-11.994
132,US-2017-164147,1097,62,128,48,78.304,2,0.2,29.364
132,US-2017-164147,1097,62,568,48,78.304,2,0.2,29.364
133,US-2017-164147,1097,62,129,48,21.456,9,0.2,6.9732
134,CA-2016-145583,985,63,130,53,20.04,3,0.0,9.6192
135,CA-2016-145583,985,63,131,53,35.44,1,0.0,16.6568
136,CA-2016-145583,985,63,132,53,11.52,4,0.0,3.456
136,CA-2016-145583,985,63,1580,53,11.52,4,0.0,3.456
137,CA-2016-145583,985,63,133,53,4.02,2,0.0,1.9698
138,CA-2016-145583,985,63,134,53,76.176,3,0.2,26.6616
139,CA-2016-145583,985,63,135,53,65.88,6,0.0,18.4464
140,CA-2016-145583,985,63,51,53,43.12,14,0.0,20.6976
141,CA-2016-110366,947,64,29,12,82.8,2,0.2,10.35
141,CA-2016-110366,947,64,29,64,82.8,2,0.2,10.35
141,CA-2016-110366,947,64,29,75,82.8,2,0.2,10.35
141,CA-2016-110366,947,64,29,106,82.8,2,0.2,10.35
141,CA-2016-110366,947,64,1339,12,82.8,2,0.2,10.35
141,CA-2016-110366,947,64,1339,64,82.8,2,0.2,10.35
141,CA-2016-110366,947,64,1339,75,82.8,2,0.2,10.35
141,CA-2016-110366,947,64,1339,106,82.8,2,0.2,10.35
142,CA-2017-106180,1325,65,136,10,8.82,3,0.0,2.3814
142,CA-2017-106180,1325,65,136,35,8.82,3,0.0,2.3814
142,CA-2017-106180,1325,65,136,95,8.82,3,0.0,2.3814
143,CA-2017-106180,1325,65,137,10,10.86,3,0.0,5.1042
143,CA-2017-106180,1325,65,137,35,10.86,3,0.0,5.1042
143,CA-2017-106180,1325,65,137,95,10.86,3,0.0,5.1042
144,CA-2017-106180,1325,65,138,10,143.7,3,0.0,68.976
144,CA-2017-106180,1325,65,138,35,143.7,3,0.0,68.976
144,CA-2017-106180,1325,65,138,95,143.7,3,0.0,68.976
145,CA-2017-155376,1420,66,139,54,839.43,3,0.0,218.2518
146,CA-2015-110744,589,67,83,55,671.93,7,0.0,20.1579
147,CA-2014-110072,284,68,140,56,93.888,4,0.2,12.9096
148,CA-2016-114489,1038,69,141,57,384.45,11,0.0,103.8015
149,CA-2016-114489,1038,69,142,57,149.97,3,0.0,5.9988
150,CA-2016-114489,1038,69,2,57,1951.84,8,0.0,585.552
151,CA-2016-114489,1038,69,143,57,171.55,5,0.0,80.6285
152,CA-2016-158834,773,70,144,58,157.92,5,0.2,17.766
153,CA-2016-158834,773,70,145,58,203.184,2,0.2,15.2388
154,CA-2015-124919,494,71,146,59,58.38,7,0.0,26.271
155,CA-2015-124919,494,71,147,59,105.52,4,0.0,48.5392
156,CA-2015-124919,494,71,148,59,80.88,6,0.0,21.0288
157,CA-2015-118948,491,72,149,6,6.63,3,0.0,1.7901
157,CA-2015-118948,491,72,149,60,6.63,3,0.0,1.7901
157,CA-2015-118948,491,72,149,61,6.63,3,0.0,1.7901
158,CA-2014-104269,53,73,121,6,457.568,2,0.2,51.4764
158,CA-2014-104269,53,73,121,60,457.568,2,0.2,51.4764
158,CA-2014-104269,53,73,121,61,457.568,2,0.2,51.4764
159,CA-2016-114104,1023,74,150,62,14.62,2,0.0,6.8714
160,CA-2016-114104,1023,74,151,62,944.93,7,0.0,236.2325
161,CA-2016-162733,832,75,152,2,5.98,1,0.0,2.691
161,CA-2016-162733,832,75,152,4,5.98,1,0.0,2.691
161,CA-2016-162733,832,75,152,14,5.98,1,0.0,2.691
161,CA-2016-162733,832,75,152,26,5.98,1,0.0,2.691
161,CA-2016-162733,832,75,152,63,5.98,1,0.0,2.691
161,CA-2016-162733,832,75,152,142,5.98,1,0.0,2.691
162,CA-2015-119697,700,76,153,12,54.384,2,0.2,1.3596
162,CA-2015-119697,700,76,153,64,54.384,2,0.2,1.3596
162,CA-2015-119697,700,76,153,75,54.384,2,0.2,1.3596
162,CA-2015-119697,700,76,153,106,54.384,2,0.2,1.3596
163,CA-2016-154508,1019,77,154,65,28.4,5,0.0,13.348
164,CA-2016-113817,1010,78,155,6,27.68,2,0.2,9.688
164,CA-2016-113817,1010,78,155,60,27.68,2,0.2,9.688
164,CA-2016-113817,1010,78,155,61,27.68,2,0.2,9.688
165,CA-2014-139892,240,79,156,66,9.936,3,0.2,2.7324
